time,Day,S_Guinea,E_Guinea,I_Guinea,R_Guinea,D_Guinea,C_Guinea,Guinea_New_case,Guinea_Noise,Guinea_New_Deaths,Guinea_Death_Noise,S_Liberia,E_Liberia,I_Liberia,R_Liberia,D_Liberia,C_Liberia,Liberia_New_case,Liberia_Noise,Liberia_New_Deaths,Liberia_Death_Noise,S_SierraLeone,E_SierraLeone,I_SierraLeone,R_SierraLeone,D_SierraLeone,C_SierraLeone,SierraLeone_New_case,SierraLeone_Noise,SierraLeone_New_Deaths,SierraLeone_Death_Noise
2014-01-07,10,11497158.49143166,977.4528263025643,581.5659426660023,726.1178648169105,566.37193455719,1864.0557420401028,661.0961749150163,777,200.59968471485467,184,4477449.668265845,9915.70270882835,5219.892820220734,4035.182720164583,3389.5534849382493,12634.629025323566,6065.95361489473,3141,1627.789973697304,2743,6792467.646420435,2960.408787429392,1637.50069596053,1654.1820765006867,1290.2620196705352,4571.94479213175,1907.2205327402207,1365,537.9732467446363,398
2014-01-08,11,11495616.890358986,1502.68067771883,894.1155412514871,1121.524394405946,874.7890276366376,2880.428963294071,1016.373221253968,516,308.41709307944757,312,4456795.07309975,18956.225112240063,9997.495397463968,7750.655647034274,6510.55074350879,24248.701788007034,11614.072762683469,10922,3120.997258570541,3371,6787112.42150713,5056.930604500843,2798.0423003452156,2832.924487651082,2209.6811003678436,7830.647888364138,3258.703096232389,3212,919.4190806973083,614
2014-01-09,12,11493247.306848323,2309.847245438209,1374.506383115606,1729.40422647231,1348.9352966484018,4442.845906236318,1562.4169429422473,1633,474.1462690117643,320,4417581.661777142,36030.61731796062,19069.634628239008,14852.220802529473,12475.865474124756,46387.720904893235,22139.0191168862,18798,5965.314730615965,8161,6777974.446918061,8630.808352863667,4778.081821101529,4846.439835937828,3780.223072031506,13394.74472907086,5564.096840706722,8060,1570.5419716636625,1176
2014-01-10,13,11489605.812673248,3549.901441905845,2112.6910733020773,2663.8173098550806,2077.7775016869628,6844.285884844123,2401.4399786078047,1726,728.8422050385609,525,4344022.803119332,67738.96540949457,36092.59608786726,28345.454012664937,23810.181370638544,88238.23147117073,41850.510566277495,42853,11334.315896513788,9208,6762406.760569143,14709.005773834027,8150.536851667873,8282.975733342688,6460.7210720072935,22884.233657017856,9489.488927946995,10483,2680.4979999757875,4519
2014-01-11,14,11484011.51974442,5454.07345554134,3246.587092515341,4099.898712088639,3197.920995429138,10534.406800033119,3690.120915188996,5657,1120.1434937421755,1603,4209108.885689288,124773.477877643,67323.26019464737,53698.030564357665,45106.34567406044,166117.63643306546,77879.40496189473,91713,21296.164303421894,22840,6735957.778583736,25005.629780688836,13877.899273779862,14139.714809995217,11028.977551796268,39036.59163557135,16152.357978553493,8834,4568.2564797889745,3358
2014-01-12,15,11475421.530717291,8375.842488439377,4987.320585565341,6306.3518026388665,4918.954406058313,16202.626794262524,5668.219994229405,5426,1721.0334106291748,1297,3971661.0892547485,221421.5868905711,122267.4190569226,100358.6439118233,84301.26088593157,306917.32385467744,140799.68742161198,144884,39194.91521187113,25913,6691230.3891702425,42331.437993643034,23556.46584373515,24096.46460245706,18795.2423899165,66438.1728361087,27401.581200537352,22537,7766.2648381202325,7528
2014-01-13,16,11462241.846449848,12853.851956837358,7657.304025708741,9694.942453705482,7562.0551138902765,24904.3015933045,8701.674799041975,6499,2643.1007078319635,3051,3582972.0159656145,368245.8916618634,211851.47438411068,183119.901080657,153820.71690775186,548782.0923725195,241864.7685178421,328911,69519.4560218203,63599,6616185.324522156,71153.80095677453,39775.07261018835,40952.697702739504,31943.104208136807,112660.87452106466,46222.70168495596,37345,13147.861818220306,11456
2014-01-14,17,11442044.07767045,19704.874032293057,11747.05670048116,14895.500897059048,11618.490699706057,38251.048297246256,13346.746703941757,15273,4056.4355858157805,3588,3017924.6230200636,551628.2964748072,339759.2483993493,321031.43049227045,269666.4016135071,930447.0805051269,381664.9881326073,379685,115845.68470575527,111556,6491922.730416157,118183.68168120323,66569.42930041398,69288.85314731492,54045.30545490562,189893.58790263455,77232.71338156989,44339,22102.20124676881,16951
2014-01-15,18,11411147.237167476,30157.992757760065,17998.54616140933,22868.66511985802,17837.558793489254,58694.77007475659,20443.721777510335,27208,6219.068093783197,8054,2327596.5418866817,711668.25900116,486013.3014664015,529745.5965466058,444986.3010991488,1460735.1991121557,530288.1186070289,554717,175319.89948564168,187171,6290609.355628336,192473.52048374093,109793.90217605657,116366.97848980974,90766.24322205158,316917.12388791796,127023.53598528341,109999,36720.93776714596,35378
2014-01-16,19,11364014.814877119,46040.80921053601,27524.03486612677,35073.22530685893,27357.115739349963,89944.37591233566,31249.605837579067,27546,9519.55694586071,10477,1648753.7359462064,766167.1092112878,600521.3848478126,806830.309779723,677737.4602149673,2085079.1548425031,624343.9557303474,626061,232751.15911581845,131203,5975805.892660197,303668.49414357013,176829.4302578338,193093.36120134496,150612.82173704903,520525.61319622793,203608.48930830997,148255,59846.578514997454,58973
2014-01-17,20,11292419.06337421,70020.30964370102,41967.61992942822,53709.554523960884,41893.452528689486,137560.62698207857,47616.25106974291,49019,14536.336789339523,11563,1113149.4188799942,688465.0646102267,633005.9067657758,1122494.353121739,942895.2566222609,2698385.516509776,613306.3616672729,698352,265157.79640729364,292050,5510036.122927022,456044.5145168592,274352.2324484369,314369.1742177957,245207.95588988057,833919.3625561133,313393.74935988535,270976,94595.13415283154,104145
2014-01-18,21,11184359.702315949,105873.16286696446,63706.266350255224,82062.28565551662,64008.582811302964,209767.1348170748,72206.50783499624,90256,22115.130282613478,26262,758130.4078157471,532693.3210349856,575887.4826377645,1431140.6459301626,1202158.1425813367,3209176.2711492637,510790.7546394877,551796,259262.88595907576,355251,4875176.296780564,637045.0080748519,402560.99718326563,497318.9314389394,387908.76652237267,1287778.6951445777,453859.3325884644,603733,142700.8106324921,190683
2014-01-19,22,11022840.991927024,158689.7522399627,96056.47644966039,124956.61763108941,97466.16175224973,318469.2558329995,108702.12101592467,66175,33457.57894094676,40010,545763.7468823558,370612.13851985754,464374.37934353214,1695249.856116441,1424009.8791378108,3583624.114597783,374447.84344851924,553945,221851.73655647412,265845,4101814.0163057474,806863.4454909037,546613.1924541238,755460.3066006851,589259.0391485344,1891322.5382033428,603543.8430587652,462665,201350.27262616175,158940
2014-01-20,23,10784892.593460256,234769.09131855238,143381.43685820338,189307.2350353793,147659.6433275958,480338.31522117846,161869.05938817898,219982,50193.481575346086,47753,423716.9948825629,240957.95372459036,341818.6828204094,1898650.2003111057,1594866.168261329,3835325.051392843,251700.93679506006,264442,170856.28912351816,149201,3281330.5343185226,907352.7578671945,672898.6266322031,1089004.5399899299,849423.5411921451,2611316.7078142767,719994.1696109339,564856,260164.50204361067,259115
2014-01-21,24,10441762.59569203,340716.71878888726,210857.42079047556,284647.9015329191,222025.3631956768,717520.6855190714,237182.37029789295,159708,74365.71986808098,84367,353816.4730930029,150513.30023054167,235596.00842271413,2043524.031659641,1716560.1865940986,3995670.2266764506,160345.17528360756,114760,121694.01833276963,113761,2530810.5953054703,898518.4891587707,741368.887187801,1477141.5889595237,1152170.439388428,3370670.915535752,759354.2077214755,998305,302746.89819628303,232497
2014-01-22,25,9961984.87845666,481003.5058803826,303464.077154947,423346.9317460664,330210.6067619317,1057011.6156629452,339490.9301438738,408945,108185.24356625488,165555,313354.85725170607,91949.01168226816,155061.14721333593,2141111.4042677647,1798533.5795849226,4094696.1310660206,99025.90438957,90445,81973.39299082407,64939,1931315.2472407115,789932.615556187,730290.5671494695,1881163.8034009133,1467307.7666527121,4078752.1372030945,708081.2216673424,421246,315137.327264284,260513
2014-01-23,26,9319482.862915412,653392.2304269915,423649.5623017296,619935.5867167726,483549.75763908244,1527124.9066575845,470113.2909946393,471453,153339.15087715077,153561,289645.20837625774,55524.181071047526,98862.33430876803,2204336.019697785,1851642.256546139,4154830.6105526895,60134.47948666895,65373,53108.67696121638,61670,1499729.4283941365,629272.0123235643,649723.4372258927,2259148.9449755065,1762136.1770808944,4670998.559282292,592246.4220791971,521385,294828.4104281822,274921
2014-01-24,27,8507476.668218974,843058.7824463841,567506.8649033069,888745.8901299563,693221.7943013655,2149464.5493346285,622339.642677044,431791,209672.03666228306,161329,275620.6867756446,33341.87899751303,61685.94841933846,2244218.198808424,1885143.2869990766,4191037.434226837,36206.82367414748,58892,33501.030452937586,40136,1208935.8708989979,465576.29410628125,530817.8074689708,2581280.914340306,2013399.113185438,5125487.834994714,454489.2757124221,395092,251262.93610454374,230791
2014-01-25,28,7553864.534015562,1019413.8319546836,720764.3742149691,1239307.4493341409,966659.81048063,2926721.634029739,777257.0846951106,480002,273438.0161792645,260371,267274.99661036814,19973.51255434752,37937.60243900443,2268926.0263023237,1905897.8620939525,4212751.490835278,21714.056608441286,25881,20754.57509487588,18094,1019672.0003398927,327205.9327790804,405524.2907295563,2835734.7057030704,2211873.0704483944,5453122.06688102,327634.23188630585,463422,198473.9572629563,208792
2014-01-26,29,6526723.995727747,1142064.7710045888,858132.0151550486,1670274.8416362929,1302814.376476309,3831211.233267649,904489.59923791,960190,336154.565995679,240878,262291.59762307693,11955.160565384382,23110.82715392668,2284050.2253573956,1918602.1893002128,4225753.2418115325,13001.750976254232,7182,12704.327206260292,15535,898223.0736115851,222304.37757145293,294511.45799026923,3025264.6577678025,2359706.433058885,5679472.548816955,226350.4819359351,185307,147833.36261049053,94975
2014-01-27,30,5518922.264258203,1177854.7537105172,949815.5005569162,2164841.2817271627,1688576.1997471876,4803222.982031265,972011.7487636162,463578,385761.8232708785,297318,259310.5735706484,7154.755136516073,13991.61755342998,2293235.3552931524,1926317.698446249,4233534.671292831,7781.429481298663,6321,7715.5091460361145,12099,820573.636425653,147830.9861083007,206111.05932088822,3160390.066373682,2465104.2517714705,5831595.377466038,152122.82864908315,111615,105397.8187125856,87865
2014-01-28,31,4616114.862719425,1118843.0796201434,974060.3681114597,2691568.3649151465,2099423.3246338144,5765042.057660419,961819.0756291533,731208,410847.12488662684,362822,257525.82409435324,4282.383935190791,8437.034489871765,2298785.194282924,1930979.5631976563,4238191.791970452,4657.120677621104,4502,4661.864751407411,3532,770898.47526561,97019.23064047829,140475.3208620264,3253717.4006920685,2537899.5725398124,5932082.294093902,100486.91662786435,99683,72795.32076834189,42556
2014-01-29,32,3869351.2519611665,985886.4366871344,927557.459688212,3211918.455990717,2505296.3956727595,6644762.311351686,879720.2536912672,608333,405873.0710389451,336083,256456.89122031,2563.629727852879,5074.7253370372555,2302127.5835406496,1933787.1701741463,4240979.479051835,2787.68708138261,2046,2807.606976490002,3409,739066.1892346535,63168.67295148683,93978.81803712188,3316739.5054925475,2587056.8142841854,5997765.137813849,65682.84371994715,86217,49157.241744372994,47146
2014-01-30,33,3289219.03716117,815253.3822777194,825738.3537167611,3690898.4420473813,2878900.784796958,7395527.580561098,750765.2692094119,507869,373604.38912419835,379375,255816.590957287,1534.9617612886505,3047.5031881274444,2304136.382659398,1935474.561433895,4242648.447281423,1668.9682295881212,2204,1687.3912597487215,2120,718636.3856680989,40935.10424217431,62070.976907124365,3358633.4456082014,2619734.0875743963,6040428.510089716,42663.37227586657,34583,32677.27329021087,29374
2014-01-31,34,2858193.8971557547,641016.3890735175,693764.2963323409,4105076.0772125707,3201959.340225805,8000789.713770715,605262.1332096169,594872,323058.5554288472,170779,255433.03174844244,919.171022236034,1828.2899744493589,2305342.12350808,1936487.3837467884,4243647.79722932,999.349947896786,957,1012.822312893346,1087,705510.2581657354,26453.252221354433,40639.94476543557,3386183.4521615,2641223.09268597,6068036.489612899,27607.979523182847,25223,21489.00511157373,34171
2014-02-01,35,2547108.2098951917,485221.6578649738,555828.4193076093,4444860.512883266,3466991.2000489477,8467670.132239822,466880.4184691077,292641,265031.85982314264,269582,255203.269096428,550.472365819507,1096.1740654499827,2306065.263300162,1937094.8211721368,4244246.258537752,598.4613084318116,697,607.437425348442,546,697070.8863759852,17066.584648447748,26452.357845662,3404168.6354662366,2655251.535663664,6085862.528975555,17826.039362655953,23651,14028.442977693863,10408
2014-02-02,36,2326495.453274953,357301.4490160998,428850.41829514096,4712001.505288649,3675361.1741251457,8816203.097708935,348532.9654691126,190520,208369.97407619795,254960,255065.63701188524,329.6873132233883,656.9769604334339,2306498.749301334,1937458.9494131207,4244604.675674891,358.41713713947684,525,364.1282409839332,396,691642.6164407866,10999.905184600404,17150.411765943256,3415852.2846116093,2664364.781997055,6097357.4783746,11494.949399045669,9880,9113.24633339094,8254
2014-02-03,37,2171616.220324271,258035.36387438295,321404.4967153881,4915142.651171882,3833811.2679140666,9070348.415801333,254145.31809239835,133312,158450.0937889209,116416,254983.1941600228,197.46359684362625,393.65930848096707,2306758.523334048,1937677.1596006008,4244819.342243134,214.66656824294478,175,218.21018748008646,393,688150.2995761777,7085.594570986945,11090.742717995166,3423417.6197386715,2670265.7433961635,6104764.105852823,7406.627478222363,10241,5900.961399108637,7079
2014-02-04,38,2063498.2927402875,183855.37681684748,235655.9001603335,5065730.578810405,3951269.851472115,9252646.33044285,182297.91464151628,258802,117458.58355804859,150796,254933.81079517122,118.27242104232883,235.84672398868497,2306914.1685107574,1937807.9015490368,4244947.916783788,128.57454065419734,90,130.74194843601435,149,685903.202492045,4562.565331216996,7159.930633598893,3428305.7873837836,2674078.514159351,6109534.232176727,4770.126323903911,4796,3812.770763187669,3037
2014-02-05,39,1988262.2818084527,129800.79119994039,170000.13264753393,5175251.008058462,4036695.7862855997,9381936.926991593,129290.59654874355,171121,85425.93481348455,90058,254904.2303815499,70.8414246531655,141.2869645463943,2307007.413711547,1937886.2275177,4245024.928193797,77.01141000911593,97,78.32596866320819,115,684457.2272285175,2937.2920832202926,4617.162068111865,3431459.72956188,2676538.5890582656,6112605.480688252,3071.248511524871,1769,2460.074898914434,2466
2014-02-06,40,1936002.972843099,91068.09307187192,121189.87296950561,5253791.607368265,4097957.4537472455,9472928.934085017,90992.00709342398,125444,61261.66746164579,51871,254886.51196159743,42.43221267619071,84.63536831655495,2307063.271987721,1937933.1484696853,4245071.055825725,46.12763192784041,82,46.92095198528841,30,683526.7260563881,1890.7167179467526,2975.280943929035,3433492.8518436695,2678124.4244380617,6114582.557225654,1977.0765374023467,2661,1585.8353797961026,1695
2014-02-07,41,1899742.936634894,63623.7774850946,85657.00920588989,5309542.8520641085,4141443.424610003,9536633.285879998,63704.35179498047,49608,43485.970862757415,29840,254875.89882200296,25.415983080688,50.69768336014843,2307096.732343236,1937961.2551683171,4245098.685194915,27.629369189962745,47,28.106698631774634,32,682927.925078752,1216.9397756304606,1916.362088833624,3434802.681492573,2679146.0915642064,6115855.135145605,1272.5779199507087,826,1021.6671261447482,1066
2014-02-08,42,1874601.2028264885,44323.07137032193,60172.69254236682,5348827.546775739,4172085.486485074,9581075.725803176,44442.439923178405,44422,30642.06187507091,31471,254869.5416853696,15.22368890091321,30.367998251612125,2307116.7753410195,1937978.0912864553,4245115.23462573,16.54943081457168,19,16.83611813816242,17,682542.5767523265,783.2286905588306,1233.9445113829913,3435646.207890859,2679804.042154868,6116674.1945571015,819.0594114968553,593,657.9505906617269,451
2014-02-09,43,1857176.4334471845,30817.47723842438,42087.07837026376,5376364.612889955,4193564.398054163,9612006.089314377,30930.363511200994,25459,21478.911569089163,16306,254865.73384724252,9.118721518856317,18.19027587302826,2307128.781062698,1937988.176092665,4245125.147431239,9.912805508822203,2,10.08480620966293,13,682294.5905054094,504.0730021777822,794.3807579913826,3436189.3009743923,2680227.654760025,6117201.336492401,527.1419352991506,469,423.6126051568426,319
2014-02-10,44,1845103.6644067264,21398.857642695086,29347.24585074468,5395595.6360111395,4208564.596088685,9633497.477950564,21491.38863618672,22782,15000.198034522124,22722,254863.45300668894,5.461961769347566,10.895808000030522,2307135.972404098,1937994.2168194412,4245131.085031542,5.937600303441286,6,6.040726776234806,7,682135.0012808355,324.4060635421862,511.33670620173245,3436538.9078367515,2680500.3481126656,6117540.59265561,339.25616320967674,231,272.69335264060646,203
2014-02-11,45,1836740.7842939098,14845.418483264944,20419.823108552187,5408990.996693409,4219012.977420854,9648413.79722281,14916.319272246212,11380,10448.381332169287,9822,254862.08681674633,3.2716267711275564,6.526462026304736,2307140.2799426382,1937997.8351518153,4245134.641556483,3.556524940766394,5,3.618332374142483,3,682032.2988667585,208.7750205780402,329.11666217879474,3436763.9378935294,2680675.8715569526,6117758.926112651,218.33345704060048,177,175.52344428701326,268
2014-02-12,46,1830948.6092440595,10292.62463232186,14186.769590413813,5418304.492434382,4226277.504098812,9658758.766123606,10344.968900796026,7285,7264.526677957736,7660,254861.2684894056,1.959652603040225,3.9092650630006154,2307142.8601048514,1938000.0024880744,4245136.771857991,2.1303015081211925,2,2.1673362590372562,0,681966.205416492,134.3582370748083,211.82147551495396,3436908.772399391,2680788.8424715246,6117899.436346422,140.51023377105594,141,112.97091457201168,98
2014-02-13,47,1826937.325252675,7133.057564161865,9845.995009531413,5424771.697850352,4231321.924323269,9665929.617183149,7170.851059542969,5136,5044.420224457048,5274,254860.77832369233,1.1738012477979824,2.3415949752031673,2307144.4055870012,1938001.3006930808,4245138.04787506,1.2760170688852668,0,1.2982050064019859,1,681923.6713780706,86.46644698064205,136.3249780080499,3437001.9871892915,2680861.550007647,6117989.8621749375,90.42582851555198,74,72.707536122296,69
2014-02-14,48,1824159.5674816866,4941.953688192792,6828.396522239175,5429258.473206673,4234821.609101199,9670898.478830108,4968.861646959558,3467,3499.6847779294476,3307,254860.48472188128,0.7030887202495222,1.4025813161267058,2307145.331308739,1938002.0782993408,4245138.812189399,0.7643143394961953,0,0.7776062600314617,1,681896.2988390399,55.645412169394625,87.73470740198343,3437061.9781131386,2680908.3429282475,6118048.05574878,58.19357384275645,98,46.79292060062289,61
2014-02-15,49,1822236.104368405,3423.2162186227797,4733.229680301101,5432369.353782398,4237248.0959502645,9674340.679412957,3442.200582848862,2384,2426.48684906587,2603,254860.30885887737,0.4211392753734648,0.8401253502574355,2307145.8858024427,1938002.5440740518,4245139.270001846,0.45781244710087776,0,0.4657747109886259,0,681878.6833902738,35.81047684117125,56.46266168326019,3437100.586219776,2680938.4572514235,6118085.506132875,37.45038409437984,45,30.114323175977916,35
2014-02-16,50,1820904.244911184,2370.881049775325,3279.7709200363033,5434525.3388308985,4238929.764288096,9676724.874039024,2384.1946260668337,2508,1681.6683378312737,1283,254860.2035196274,0.2522559331099247,0.5032224274246474,2307146.217935875,1938002.8230661347,4245139.544224439,0.2742225928232074,1,0.27899208292365074,0,681867.3470610301,23.04571555666103,36.33685568267134,3437125.4327908596,2680957.8375768685,6118109.607223404,24.10109052900225,6,19.380325444974005,8
2014-02-17,51,1819982.0504119664,1641.888276565172,2272.0787160511254,5436019.091345738,4240094.891249671,9678376.061311452,1651.1872724276036,2006,1165.1269615748897,1626,254860.1404230305,0.15109742123144904,0.30142259448343356,2307146.416878778,1938002.990178173,4245139.708479547,0.1642551077529788,0,0.16711203823797405,1,681860.0516249931,14.830980829701364,23.384647132940614,3437141.4228915973,2680970.309855444,6118125.117394168,15.510170764289796,9,12.472278575412929,8
2014-02-18,52,1819343.5231759867,1136.9691640330093,1573.7281002617917,5437053.808741412,4240901.970818296,9679519.507659968,1143.4463485162705,991,807.0795686254278,592,254860.10262913498,0.090505029523556,0.1805475324529446,2307146.5360425552,1938003.0902757451,4245139.806865835,0.09838628768920898,0,0.10009757219813764,0,681855.356684319,9.544414194156982,15.04917426926037,3437151.7133298973,2680978.3363973177,6118135.098901478,9.98150730971247,11,8.026541873812675,10
2014-02-19,53,1818901.4121950846,787.2884644607277,1089.8960159118817,5437770.451305919,4241460.952018614,9680311.299340444,791.7916804756969,965,558.9812003178522,550,254860.07999117172,0.054211120003266736,0.10814520735593611,2307146.6074198373,1938003.1502326615,4245139.865797708,0.05893187317997217,0,0.05995691637508571,0,681852.335279051,6.142264422135703,9.684862884050183,3437158.335726766,2680983.5018668743,6118141.522456518,6.423555040732026,2,5.165469556581229,5
2014-02-20,54,1818595.3006663017,545.1365964696854,754.753484655461,5438266.746771107,4241848.062481458,9680859.562737215,548.2633967716247,637,387.1104628443718,281,254860.06643138095,0.032471629178345666,0.0647773249521418,2307146.65017373,1938003.1861459322,4245139.9010969885,0.035299280658364296,0,0.035913270665332675,0,681850.3908690226,3.9528254626661625,6.232662626394916,3437162.5975521845,2680986.826090701,6118145.656305506,4.133848987519741,4,3.3242238266393542,4
2014-02-21,55,1818383.3544513367,377.4568149018465,522.6376979432649,5438610.421930233,4242116.129105576,9681239.188733751,379.62599653564394,183,268.06662411801517,279,254860.05830927394,0.019450007409967756,0.03880062501912535,2307146.675782658,1938003.2076574324,4245139.922240716,0.02114372793585062,0,0.021511500235646963,0,681849.1395536915,2.543821854292121,4.0110061443246625,3437165.340235005,2680988.9653833015,6118148.316624445,2.6603189390152693,4,2.1392926005646586,1
2014-02-22,56,1818236.6072024573,261.35006765033154,361.89234758100355,5438848.399091183,4242301.751291118,9681502.042729883,262.85399613156915,220,185.62218554131687,191,254860.05344425645,0.011650255927601726,0.023240979521517578,2307146.6911220136,1938003.2205424916,4245139.934905484,0.012664767913520336,0,0.012885059230029583,0,681848.3342759795,1.6370641728247812,2.5812659767514847,3437167.105277455,2680990.3421164127,6118150.028659838,1.7120353933423758,3,1.376733111217618,1
2014-02-23,57,1818135.0026631388,180.95617340626748,250.579961137536,5439013.1804507375,4242430.28075157,9681684.041163445,181.99843356199563,194,128.529460452497,153,254860.05053018563,0.006978324525267321,0.013920990321414788,2307146.7003100524,1938003.2282604442,4245139.942491488,0.00758600328117609,0,0.007717952597886324,0,681847.8160435362,1.0535246112892869,1.6611620733135224,3437168.241162797,2680991.2281069793,6118151.130431843,1.10177200473845,0,0.8859905665740371,1
2014-02-24,58,1818064.6540644823,125.29133442984462,173.50226662370042,5439127.276592393,4242519.275742062,9681810.054601077,126.01343763247132,74,88.9949904922396,101,254860.0487847019,0.004179909303582811,0.00833845965699322,2307146.705813547,1938003.2328833796,4245139.947035386,0.00454389862716198,0,0.004622935317456722,0,681847.4825376373,0.6779905609079028,1.0690330739644687,3437168.9721565885,2680991.7982821367,6118151.839471793,0.709039949811995,1,0.5701751573942602,0
2014-02-25,59,1818015.9464080208,86.74940024903057,120.13189922852283,5439206.276568819,4242580.895723674,9681897.30419172,87.24959064275026,79,61.619981612078846,58,254860.04773918397,0.002503701521595053,0.004994609389096811,2307146.7091100556,1938003.2356524472,4245139.949757112,0.0027217259630560875,0,0.0027690676506608725,0,681847.2679115824,0.4363174629655948,0.6879711138311309,3437169.44258418,2680992.1652156585,6118152.295770946,0.45629915315657854,0,0.36693352181464434,0
2014-02-26,60,1817982.2224427247,60.06346926611896,83.1778400083661,5439260.975420223,4242623.56082777,9681957.714088002,60.40989628247917,91,42.66510409582406,19,254860.04711293476,0.0014996787495581685,0.002991694307421331,2307146.711084614,1938003.237311076,4245139.951387384,0.0016302717849612236,0,0.0016586286947131157,0,681847.1297900538,0.2807899328160653,0.4427404606624065,3437169.7453255905,2680992.401353959,6118152.589420005,0.2936490587890148,0,0.23613830050453544,0
